"rownames(plant_vir)","aa","ac","ag","at","ca","cc","cg","ct","ga","gc","gg","gt","ta","tc","tg","tt"
"720475.1",1029,698,1113,992,874,613,269,898,1195,507,788,594,733,836,914,720
"720474.1",1029,698,1113,992,874,613,268,899,1195,507,787,594,733,836,915,720
"720473.1",1014,693,1104,999,867,611,261,903,1194,507,802,595,734,831,931,726
"720472.1",1026,697,1109,997,871,610,265,904,1197,508,793,590,734,835,921,716
"720471.1",1026,697,1109,997,871,610,265,904,1197,508,793,590,734,835,921,716
"720470.1",1026,697,1109,997,871,611,266,903,1197,508,793,590,734,835,920,716
"720469.1",1032,696,1107,996,871,616,264,898,1192,505,796,595,735,832,921,717
"720468.1",1027,688,1108,1001,866,611,262,899,1191,507,799,595,739,832,923,725
"720467.1",1022,694,1108,999,869,611,264,902,1195,509,797,591,736,832,923,721
"720466.1",1024,691,1110,1002,862,614,267,902,1201,507,789,590,739,833,921,721
"720465.1",1026,694,1105,1000,871,617,265,896,1192,510,795,590,735,828,922,727
"720464.1",1029,694,1111,998,868,615,262,903,1195,505,786,593,739,834,920,721
"206616.1",1144,631,616,901,859,230,270,354,674,396,411,503,614,456,687,803
"919386.1",971,545,796,738,824,274,172,451,786,453,530,528,468,449,799,803
"919385.1",1018,575,834,750,848,269,170,471,822,460,563,569,488,454,847,854
"919384.1",1002,541,796,743,832,252,160,447,783,452,521,529,464,446,808,812
"G640405.2",1045,596,838,768,853,267,217,484,867,473,558,544,482,485,829,769
"G640404.2",1045,579,817,773,856,276,204,476,847,474,584,550,466,483,850,781
"G640402.2",1047,580,815,773,851,277,209,475,848,471,582,551,469,484,846,783
"G640401.2",1047,575,818,774,853,277,207,478,847,478,580,547,467,485,847,779
"G640400.2",1035,593,841,771,850,264,215,486,870,471,557,545,485,487,830,770
"G711313.1",1002,566,727,789,790,237,247,425,808,434,485,543,484,462,812,782
"G356507.1",738,450,500,477,575,359,187,478,482,373,331,345,371,417,512,529
"G356506.1",730,452,500,467,552,353,186,490,479,371,319,345,388,405,509,535
"G356505.1",732,454,501,472,557,354,185,490,480,373,318,343,390,405,510,536
"828925.2",948,587,660,801,765,253,318,358,773,449,544,543,511,405,786,798
"844588.1",1041,598,791,731,852,300,208,485,822,455,549,484,446,491,763,825
"042026.1",996,563,701,765,774,281,341,436,781,506,476,467,473,482,712,820
"042025.1",994,562,699,768,775,282,341,436,780,506,477,466,473,484,712,819
"042024.1",991,561,701,768,774,280,342,436,781,508,479,466,474,483,712,818
"G182693.1",286,272,289,225,309,336,212,245,279,279,320,253,198,216,309,212
"C_039088.1",886,562,534,655,742,229,236,384,591,415,376,401,419,384,637,797
"C_038985.1",203,132,136,252,184,138,111,157,164,135,136,174,171,185,226,262
"C_038466.1",205,125,177,221,144,155,92,188,199,135,162,162,179,164,227,267
"C_037051.1",948,587,660,801,765,253,318,358,773,449,544,543,511,405,786,798
"C_036587.1",707,452,527,394,620,417,189,454,482,363,359,248,271,449,376,383
"C_035459.1",1025,629,763,799,817,329,366,493,839,501,537,536,535,545,748,769
"C_034273.1",1082,758,671,770,987,336,423,407,776,563,546,459,436,496,704,585
"C_033738.1",795,478,695,553,622,277,181,373,682,326,441,340,422,372,472,503
"C_033334.1",206,130,177,213,144,148,90,187,200,133,165,159,175,158,225,270
"C_030746.1",623,454,574,340,609,491,201,419,492,381,454,293,267,394,391,391
"C_021851.1",421,404,261,353,601,710,186,686,257,296,192,208,161,773,314,453
"C_020473.1",192,130,154,199,140,147,128,174,174,127,153,203,168,185,222,246
"C_019409.1",994,588,665,764,730,242,353,420,760,448,468,506,528,466,696,816
"C_018833.1",1137,687,653,793,852,273,341,394,755,411,414,457,525,490,629,732
"C_018579.1",127,127,189,128,146,179,180,179,180,220,204,199,117,159,230,251
"C_018578.1",169,153,202,152,126,141,172,177,229,149,201,168,151,173,172,180
"C_018577.1",129,157,205,138,161,181,199,161,211,175,240,187,127,189,170,158
"C_018576.1",166,149,174,147,146,201,174,196,196,194,181,169,127,174,211,200
"C_014898.1",1170,681,741,922,931,255,223,419,776,438,490,508,638,454,758,708
"C_014547.1",179,163,164,169,166,164,151,165,196,164,169,161,135,155,206,254
"C_014381.1",176,147,124,251,142,114,138,131,185,94,121,164,194,170,181,274
"C_014380.1",188,141,129,215,151,136,126,144,170,120,145,167,163,160,202,270
"C_011552.1",825,354,663,597,569,258,122,442,718,315,463,412,326,465,660,798
"C_011190.1",591,216,378,481,341,165,121,347,431,308,333,331,304,285,570,659
"C_011189.1",391,185,232,282,234,92,75,193,253,152,169,176,213,165,273,332
"C_010834.1",184,154,159,204,149,139,137,150,201,111,159,174,166,171,190,214
"C_010833.1",177,130,171,178,143,171,144,184,187,143,157,172,148,198,187,217
"C_010836.1",233,128,121,263,138,81,87,136,152,95,99,158,221,138,197,250
"C_010835.1",172,131,152,206,146,151,102,155,182,120,154,157,160,152,205,214
"C_009559.1",163,94,64,123,114,63,33,75,69,49,59,68,97,79,89,102
"C_009451.1",230,137,139,245,161,148,108,167,196,118,149,158,163,181,225,234
"C_007731.1",508,434,481,355,614,569,257,453,442,402,386,253,214,489,358,391
"C_006995.1",213,112,148,273,135,141,75,155,176,97,145,183,221,156,233,282
"C_004673.1",208,139,161,210,129,140,120,152,195,116,149,190,185,146,220,278
"C_004618.1",174,156,158,205,156,183,168,155,197,136,150,187,165,187,194,215
"C_004573.1",1020,527,745,796,774,281,217,495,769,480,524,534,525,479,821,911
"C_004300.1",228,132,161,235,160,137,79,166,187,111,171,169,180,162,227,251
"C_004035.1",1163,640,702,875,810,273,286,400,785,395,399,433,621,462,625,754
"C_003632.1",730,450,504,471,570,358,175,474,478,368,314,343,378,401,509,535
"C_003609.1",220,121,150,234,141,148,97,173,184,116,160,188,180,174,241,229
"C_003501.1",870,624,718,663,777,321,469,468,778,638,535,521,449,452,750,638
"C_003523.1",83,59,70,39,67,76,67,72,63,84,88,74,38,64,84,75
"C_003497.1",57,70,46,41,68,79,49,49,59,48,50,48,30,48,60,33
"C_003418.1",222,132,151,220,131,147,124,143,194,115,146,184,177,151,218,285
"C_002633.1",432,246,423,517,269,244,284,405,479,297,398,486,439,415,554,673
"C_002251.1",1246,687,1020,1196,895,502,298,772,1165,413,817,681,843,864,941,881
"C_000947.1",1161,669,708,801,906,259,285,399,782,429,464,496,489,493,714,704
"C_001931.1",177,124,135,207,135,139,120,177,174,131,140,169,157,177,220,232
"C_001930.1",187,118,141,221,129,133,111,164,192,111,122,165,160,175,216,230
"C_001812.1",498,460,300,398,474,550,283,508,342,396,250,242,342,409,396,378
"C_001746.1",434,499,259,240,603,974,271,660,270,306,183,199,126,729,244,364
"C_001642.1",616,593,392,323,619,539,296,430,413,398,336,192,277,354,314,273
"C_001513.1",406,371,233,320,523,728,218,690,263,290,191,229,138,771,330,509
"C_001480.1",367,452,234,283,587,878,251,725,243,362,183,199,140,749,318,359
"344550.1",221,115,172,262,135,157,89,169,210,111,177,197,203,167,257,321
"205604.1",1132,640,670,882,863,281,300,409,740,431,404,437,590,501,638,688
"C171345.1",342,229,336,217,278,197,176,194,316,219,328,255,188,201,277,236
"G932080.1",1108,629,668,856,843,265,276,409,728,419,401,417,583,480,620,657
"G932079.1",1057,677,679,836,891,294,298,425,730,452,421,455,571,485,661,640
"G932078.1",1071,659,683,838,853,284,296,426,741,459,421,455,586,458,676,673
"G932077.1",1116,622,667,855,846,279,275,401,730,420,404,430,569,480,638,650
"G932076.1",1104,634,675,868,838,288,305,408,740,430,407,452,600,487,642,695
"543013.1",841,688,704,795,840,328,420,414,779,537,551,544,568,449,736,616
"G418836.1",598,385,438,444,415,226,274,338,490,272,324,433,363,370,482,542
"348202.1",606,360,440,462,420,217,249,332,486,275,315,431,355,367,503,550
"002491.1",633,352,446,472,391,204,244,340,464,253,310,448,416,370,474,565
"002490.1",632,354,447,466,396,204,243,340,464,255,313,450,408,370,478,562
"002489.1",632,352,448,469,393,204,245,339,465,256,310,448,412,369,475,565
"002488.1",627,352,447,471,391,206,247,339,469,256,313,446,411,369,476,562
"002487.1",635,354,443,472,386,205,248,339,468,250,310,449,416,369,475,563
"002486.1",632,352,448,469,393,204,245,339,465,256,310,448,412,369,475,565
"002485.1",629,355,447,471,390,205,245,337,468,250,311,449,416,367,474,568
"002484.1",633,354,443,471,385,205,249,339,468,250,312,450,416,369,475,563
"002483.1",635,354,444,473,398,205,242,336,466,253,310,444,408,369,476,569
"002482.1",636,353,442,475,397,205,243,338,465,255,310,442,409,370,476,566
"002481.1",637,354,442,474,397,205,245,335,466,253,310,443,408,370,474,569
"002480.1",634,354,443,472,398,205,244,336,467,253,309,446,405,371,478,567
"002479.1",635,353,441,475,397,204,243,336,466,254,311,443,407,369,478,570
"949475.1",633,354,443,471,385,205,250,338,468,250,312,450,416,369,474,563
"422616.1",713,484,369,489,617,309,94,442,397,309,208,252,328,360,494,542
"422615.1",735,477,365,476,593,332,88,449,376,302,211,266,349,351,490,551
"422614.1",716,481,366,492,614,309,96,442,396,308,209,253,329,363,494,539
"422613.1",734,477,366,474,593,331,88,450,376,304,211,267,348,350,492,550
"422612.1",716,481,366,492,613,309,96,442,396,308,209,253,330,362,494,540
"422611.1",735,477,365,475,593,330,88,450,376,302,211,267,348,352,491,551
"548507.1",1091,672,637,846,845,284,346,426,718,445,412,443,591,501,623,694
"548506.1",1088,679,632,838,847,274,347,429,717,441,415,448,584,504,627,704
"967228.1",639,354,444,473,397,205,241,335,465,252,308,445,410,367,476,571
"967227.1",631,354,446,467,396,205,244,340,465,256,314,448,407,370,478,561
"967226.1",627,356,446,466,395,205,246,340,465,255,315,449,409,370,476,562
"967225.1",629,355,446,468,397,203,243,340,464,255,315,448,409,370,477,563
"967224.1",628,355,447,465,395,205,245,340,464,255,314,451,409,370,477,562
"967223.1",628,354,448,467,397,205,244,339,463,256,316,449,410,370,475,561
"967222.1",633,352,446,472,391,204,244,340,464,253,310,448,416,370,474,565
"967221.1",632,354,447,466,396,204,243,340,464,255,313,450,408,370,478,562
"967220.1",632,352,448,469,393,204,245,339,465,256,310,448,412,369,475,565
"967219.1",636,354,444,476,399,206,242,336,467,253,308,442,409,370,475,565
"949481.1",632,352,448,469,393,204,245,339,465,256,310,448,412,369,475,565
"949480.1",637,355,444,471,397,206,242,336,465,252,309,445,409,368,475,571
"978248.1",707,452,527,394,620,417,189,454,482,363,359,248,271,449,376,383
"810788.1",629,359,449,466,396,200,250,339,468,256,313,444,411,370,468,564
"810785.1",565,355,473,473,434,231,258,311,516,285,323,415,352,363,484,557
"810770.1",1121,450,696,651,596,376,214,462,683,298,321,276,518,524,346,482
"C332541.1",259,218,312,196,261,264,178,297,297,252,267,274,168,265,333,309
"C333289.1",549,368,471,407,362,212,292,313,507,267,349,465,378,332,475,555
"622947.1",886,562,534,655,742,229,236,384,591,415,376,401,419,384,637,797
"671964.1",233,126,164,230,154,141,82,165,190,114,158,170,175,161,228,257
"167307.1",143,145,170,148,146,175,158,178,182,159,209,210,135,178,223,186
"167306.1",144,149,171,147,148,169,158,180,182,160,209,208,137,177,221,185
"167305.1",143,145,170,148,146,171,158,177,182,157,212,211,135,179,222,189
"167304.1",143,145,172,149,147,171,158,178,184,158,206,211,135,180,223,185
"167303.1",144,144,171,149,146,170,158,178,183,158,209,211,135,180,223,186
"167302.1",147,144,172,148,145,170,159,178,184,158,208,210,135,180,221,186
"167301.1",145,144,170,149,145,168,158,181,182,159,209,210,136,181,223,185
"167300.1",144,146,170,150,147,171,158,178,184,157,210,208,135,180,221,186
"167299.1",143,143,171,150,145,171,158,179,183,159,209,210,136,180,223,185
"167298.1",142,144,170,148,146,168,157,180,180,160,209,212,136,179,225,189
"167297.1",144,145,169,151,147,169,158,177,182,157,211,210,136,180,222,187
"886647.1",234,123,162,228,153,143,80,165,185,118,169,172,174,157,233,253
"906929.1",306,243,237,245,293,220,170,186,243,218,255,205,188,189,259,229
"660769.1",1138,668,726,839,820,265,275,391,778,412,386,456,634,406,646,770
"040049.1",470,287,423,474,304,257,261,419,444,274,347,461,437,423,494,648
"377967.1",1001,669,821,653,819,355,404,472,820,533,502,526,504,493,654,608
"623505.1",1025,629,763,799,817,329,366,493,839,501,537,536,535,545,748,769
"310573.1",947,503,485,697,734,196,238,366,621,408,372,422,331,427,728,736
"499622.1",999,586,696,779,821,281,260,468,734,450,479,511,505,513,740,773
"512320.1",1051,588,816,780,854,261,246,437,804,489,539,559,526,460,790,860
"C125633.1",500,468,297,397,483,549,269,513,338,390,244,242,341,407,403,384
"941946.1",1082,758,671,770,987,336,423,407,776,563,546,459,436,496,704,585
"196173.2",623,454,574,340,609,491,201,419,492,381,454,293,267,394,391,391
"276640.1",795,478,695,553,622,277,181,373,682,326,441,340,422,372,472,503
"057338.1",1050,578,823,769,853,277,207,478,851,472,575,547,467,487,840,770
"859239.1",206,130,177,213,144,148,90,187,200,133,165,159,175,158,225,270
"096578.1",959,544,791,732,831,264,153,445,786,448,524,524,450,436,814,805
"096577.1",246,212,316,205,263,266,169,291,298,247,265,273,171,264,334,300
"834325.1",984,543,785,731,841,269,148,448,768,449,535,530,450,445,814,802
"834324.1",962,536,781,729,827,276,172,441,778,456,544,526,441,448,807,800
"834323.1",965,533,782,738,826,274,162,444,776,456,542,522,451,443,809,805
"834322.1",1030,573,810,764,840,279,173,462,822,452,559,556,485,450,847,840
"834321.1",1009,563,833,756,848,287,173,466,828,475,550,549,477,449,846,836
"834320.1",1008,551,838,764,844,285,171,471,826,477,558,547,482,458,841,812
"834319.1",1009,563,834,754,843,280,176,456,826,463,552,561,482,449,840,857
"006657.1",1058,660,681,807,884,288,331,418,723,477,448,481,540,496,669,670
"T726938.1",1036,580,802,736,835,297,194,493,810,450,544,529,472,492,793,840
"185347.1",497,465,295,396,479,543,273,510,336,386,245,242,342,411,395,387
"245539.1",427,531,327,218,595,801,357,494,335,407,311,183,146,509,240,220
"569583.1",203,132,136,252,184,138,111,157,164,135,136,174,171,185,226,262
"569582.1",203,131,136,252,183,138,112,157,164,137,137,174,171,184,227,260
"569581.1",203,131,136,252,183,138,112,156,164,136,136,175,171,184,227,262
"569580.1",203,131,136,252,183,138,112,156,164,136,135,175,171,184,227,262
"569579.1",203,131,136,252,183,138,112,157,164,137,136,174,171,184,227,261
"569578.1",203,131,136,252,183,138,112,157,164,136,136,174,171,185,226,262
"500807.1",229,135,162,214,128,142,125,151,204,121,145,179,178,148,217,266
"G845002.2",277,223,295,230,274,233,201,262,306,253,219,234,168,261,297,249
"291108.1",446,368,371,289,446,366,307,359,399,332,353,293,182,412,346,367
"291107.1",447,363,365,294,439,373,313,361,399,337,357,288,183,413,346,367
"291106.1",435,360,365,292,436,370,308,356,397,325,352,296,183,415,345,368
"291105.1",439,362,364,290,433,376,313,362,397,336,358,290,185,410,346,362
"291104.1",445,368,366,290,442,376,310,360,398,332,356,292,183,412,346,365
"291103.1",446,365,368,294,447,370,309,361,398,335,356,289,181,417,345,362
"291102.1",444,366,368,290,441,376,310,363,398,333,356,292,184,415,345,364
"291101.1",444,370,370,294,446,373,307,360,402,330,350,289,185,413,344,357
"291100.1",444,369,368,288,448,377,313,359,398,336,355,289,178,415,342,361
"291099.1",436,354,362,290,436,369,308,355,390,334,349,289,179,411,343,357
"248490.1",445,364,371,293,444,368,310,361,400,336,347,290,183,415,345,362
"248489.1",444,362,367,295,440,372,312,360,397,333,356,294,186,417,345,361
"179221.1",446,370,366,288,447,369,307,361,397,332,356,293,179,413,349,360
"372146.1",1146,658,662,829,835,249,271,429,767,412,374,447,547,465,693,804
"091311.1",915,633,668,767,778,275,364,445,698,516,451,552,591,438,735,672
"981083.1",962,640,639,697,746,265,378,472,737,461,523,520,492,496,701,745
"140422.1",975,689,799,652,853,374,423,468,811,557,496,520,475,499,666,575
"140421.1",975,694,799,648,849,381,423,472,812,553,498,520,479,498,663,568
"140420.1",961,691,816,641,874,358,408,475,818,558,497,518,455,509,670,583
"153040.1",971,704,798,649,851,381,418,475,817,550,493,515,482,491,666,571
"153039.1",976,698,800,649,851,380,416,472,814,552,488,520,481,490,670,575
"153038.1",975,697,800,650,855,380,420,472,813,554,490,518,478,497,665,568
"T992093.1",1141,577,808,786,847,263,250,430,802,491,536,548,522,459,783,856
"T992092.1",1038,594,816,788,849,236,255,449,820,498,545,536,528,461,783,843
"T992091.1",1121,583,808,781,845,263,251,432,803,488,531,552,524,457,784,853
"T992090.1",1100,581,808,796,850,252,235,441,812,483,525,552,523,462,804,848
"T992089.1",1041,594,825,771,853,260,241,442,819,491,539,559,517,451,803,839
"T992088.1",1059,581,807,794,852,249,234,446,808,485,531,552,521,466,804,842
"T992087.1",1070,583,807,784,846,264,249,430,803,488,531,549,524,454,784,858
"T992086.1",1056,582,809,795,852,246,232,444,812,483,531,552,522,463,806,849
"T992085.1",1056,584,833,772,846,240,248,456,818,503,551,554,525,463,794,828
"T992084.1",1052,586,798,785,842,248,247,447,810,482,538,553,516,468,800,852
"T992083.1",1141,588,822,790,849,237,246,450,817,497,543,541,534,460,787,842
"T992082.1",1067,582,810,780,845,265,251,427,802,489,533,552,524,452,782,863
"T992081.1",1087,586,832,776,850,246,244,450,820,501,551,549,524,457,794,835
"T992080.1",1052,589,820,773,851,256,237,449,811,485,540,559,519,463,798,828
"T992079.1",1077,580,809,784,849,262,251,429,802,491,531,549,522,458,782,855
"T992078.1",1051,581,799,788,841,249,244,446,808,482,540,555,518,468,802,852
"T992077.1",1131,591,824,790,849,238,248,452,820,496,538,538,536,462,782,840
"T992076.1",1154,582,809,780,847,265,252,426,802,489,534,553,522,454,783,859
"T992075.1",1148,587,804,794,851,251,236,444,812,479,526,551,522,465,802,845
"T992074.1",1071,585,806,784,846,262,250,429,803,487,532,549,525,453,783,859
"T992073.1",1062,580,816,785,851,247,257,444,808,509,535,542,521,463,786,840
"T992072.1",1051,578,814,783,845,250,244,450,809,492,544,550,520,469,793,832
"T992071.1",1053,573,819,790,847,244,256,444,807,510,540,543,527,464,785,844
"T992070.1",1095,588,835,772,849,242,247,449,822,500,545,555,524,457,795,835
"T992069.1",1063,589,803,809,847,265,260,422,819,493,532,517,534,447,766,867
"T992068.1",1022,585,834,775,845,239,248,456,823,502,550,551,525,462,794,828
"240110.1",1044,567,803,775,834,259,246,423,800,489,529,536,510,447,776,836
"240109.1",1037,569,798,787,838,246,228,442,803,481,529,541,513,457,799,830
"240108.1",1028,565,805,787,838,246,228,439,804,481,530,543,515,458,795,829
"240107.1",998,574,831,761,832,242,246,446,817,501,549,546,516,449,788,819
"240106.1",1056,575,807,772,839,264,245,429,795,487,529,546,519,451,776,844
"240105.1",1053,575,806,774,840,261,250,427,800,491,531,542,514,451,777,849
"240104.1",1044,572,802,773,834,260,247,426,800,487,531,540,513,448,779,842
"240103.1",1033,571,802,786,843,248,228,437,803,481,531,543,513,456,798,833
"240102.1",1026,565,794,777,822,252,239,435,805,479,538,552,508,452,803,845
"240101.1",1051,572,802,774,834,260,245,423,800,486,527,540,513,444,779,844
"240100.1",1017,578,816,776,838,240,253,443,814,501,534,529,518,454,775,813
"240099.1",1053,577,805,773,841,262,246,429,800,489,528,543,513,450,781,850
"240098.1",1041,571,803,791,841,248,229,438,807,478,528,544,516,459,797,840
"240097.1",996,566,824,764,825,239,243,442,817,498,548,538,512,445,786,814
"240096.1",1023,581,808,780,836,237,252,443,813,491,538,536,520,459,781,814
"240095.1",1020,573,832,767,844,248,246,449,816,501,538,556,511,465,795,828
"240094.1",996,573,828,765,829,240,249,447,821,500,546,541,516,452,785,819
"159093.1",423,538,327,213,602,802,357,495,337,405,312,182,139,512,239,218
"159092.1",428,533,321,216,594,795,357,497,334,406,315,180,143,509,241,218
"159091.1",428,531,327,216,595,795,356,497,336,409,312,182,143,509,243,221
"159090.1",430,531,325,217,596,801,358,492,334,409,311,181,143,507,240,222
"159089.1",428,531,325,218,597,802,358,492,333,409,311,181,144,508,239,221
"053508.1",950,676,845,640,864,347,407,463,836,543,470,515,461,516,641,594
"321698.1",632,350,442,474,393,203,242,342,461,255,314,446,413,372,477,563
"133475.1",1001,675,652,709,863,354,302,471,741,465,458,461,432,496,713,731
"G937525.1",218,122,158,215,142,156,101,169,187,112,149,189,165,178,229,250
"108213.1",1064,672,665,793,859,299,323,435,726,460,442,460,544,486,658,686
"108212.1",1060,663,653,797,862,305,319,434,723,463,450,465,527,490,679,679
"T236095.1",469,280,423,477,294,258,266,416,443,278,347,463,444,418,494,652
"860936.1",1078,667,693,837,863,274,301,428,753,451,429,468,581,474,678,664
"860935.1",1087,672,679,822,862,275,301,430,742,453,432,469,570,467,684,654
"550287.1",1142,460,688,651,612,382,202,457,672,294,315,272,515,517,347,493
"498706.1",1140,463,689,647,612,383,204,455,673,292,317,272,514,516,343,496
"A989659.1",1072,655,774,734,854,324,374,427,783,494,472,502,526,507,630,667
"A989658.1",1079,652,772,730,844,325,364,434,778,483,475,516,532,508,640,663
"A989657.1",1079,652,772,730,844,325,364,433,778,482,475,517,532,508,640,664
"A989656.1",964,678,848,641,867,347,408,460,838,543,469,516,462,515,640,601
"A989655.1",952,687,840,639,878,346,392,461,844,530,494,519,444,515,660,596
"A989654.1",966,680,845,640,869,346,408,463,835,545,471,515,461,516,641,596
"A989653.1",965,681,844,639,867,346,409,464,838,542,471,517,459,518,643,594
"A989652.1",969,679,841,640,867,346,405,464,836,542,472,517,457,516,648,598
"A989651.1",969,678,841,642,867,345,406,464,836,542,472,517,458,518,647,595
"A989650.1",967,678,841,641,867,345,405,464,836,542,474,517,457,517,648,598
"A989649.1",962,677,847,642,868,347,405,462,840,542,472,517,458,517,646,595
"A989648.1",964,677,846,642,868,347,405,462,839,542,472,517,458,517,646,595
"A989647.1",959,686,836,644,878,342,382,462,837,525,483,519,451,512,662,619
"A989646.1",950,691,840,635,877,344,394,461,845,530,495,520,444,512,660,599
"A989645.1",943,650,849,662,862,339,377,452,841,542,487,521,458,500,677,637
"A989644.1",944,675,837,665,869,339,403,444,834,530,491,520,474,512,643,617
"A989643.1",960,657,834,689,853,323,393,455,827,522,496,516,500,523,637,612
"A989642.1",964,653,845,683,861,317,380,447,821,520,492,529,499,516,644,626
"A989641.1",960,663,828,672,840,324,400,461,820,530,498,523,503,509,644,622
"A989640.1",964,654,836,693,855,326,383,455,819,522,493,517,509,518,638,615
"A989639.1",955,675,832,641,854,346,398,468,836,546,496,516,458,500,667,609
"A989638.1",980,668,824,664,846,326,396,453,812,525,498,528,498,503,644,632
"A989637.1",959,676,845,655,871,338,403,443,840,527,486,527,465,515,645,602
"A989636.1",954,677,831,639,854,350,398,461,839,540,494,522,454,497,671,616
"A989635.1",1055,671,791,700,873,326,371,430,781,495,491,519,508,509,632,645
"A989634.1",1072,662,792,704,864,321,357,447,775,495,487,521,519,512,641,628
"A989633.1",979,656,843,677,845,324,384,455,816,522,488,528,515,507,638,620
"A989632.1",967,662,837,682,854,323,392,451,821,526,488,517,506,510,634,627
"A989631.1",973,653,830,695,853,325,394,448,820,529,488,513,505,514,637,620
"A989630.1",969,651,829,695,853,316,384,452,822,516,486,529,500,523,653,619
"A989629.1",981,653,843,675,852,320,382,453,808,522,492,533,511,513,637,622
"A989628.1",954,678,843,656,877,338,396,454,832,541,486,514,468,509,647,604
"A543679.1",625,580,399,328,642,550,284,423,403,415,333,189,263,354,323,253
"274031.1",1025,590,831,756,863,278,232,493,823,500,543,558,490,498,818,764
"979229.1",982,539,789,744,834,259,161,450,784,447,530,534,453,459,815,804
"597071.1",1057,571,813,806,837,244,225,451,812,485,531,550,540,458,809,840
"597070.1",1066,574,806,806,832,245,228,445,807,480,532,553,546,452,806,851
"972436.1",544,337,471,467,413,217,256,302,517,283,317,408,344,351,482,566
"972435.1",544,337,471,466,413,217,257,303,517,283,317,408,343,353,481,565
"972434.1",544,338,471,465,414,217,257,303,517,284,317,407,342,352,481,566
"972433.1",544,336,471,467,412,217,256,303,517,283,317,408,344,352,482,566
"972432.1",544,337,471,466,413,217,256,303,517,283,317,408,343,352,482,566
"972431.1",543,337,471,466,413,218,257,302,518,283,317,408,342,352,482,566
"972430.1",543,337,471,466,414,218,257,302,517,284,318,407,342,352,481,566
"972429.1",544,337,471,466,413,217,257,303,517,284,317,407,343,352,481,566
"972428.1",544,337,471,466,413,217,256,303,517,283,317,408,343,352,482,566
"972427.1",544,337,471,466,413,217,256,303,517,283,317,408,343,352,482,566
"690173.1",359,565,254,282,634,898,380,549,328,340,204,187,139,659,220,321
"690172.1",363,450,243,284,599,890,255,715,240,367,183,196,138,753,304,353
"716236.1",1134,471,693,633,601,386,213,472,672,297,319,277,524,518,339,480
"969831.1",205,125,177,221,144,155,92,188,199,135,162,162,179,164,227,267
"418152.1",1102,457,681,624,609,364,197,452,663,283,301,262,491,518,330,472
"C967481.1",1267,372,519,637,449,227,124,369,529,166,238,272,550,404,324,708
"C845546.1",1244,365,527,633,439,231,127,372,534,171,231,274,552,402,325,731
"127542.1",20,21,28,19,26,26,21,16,20,21,19,23,22,22,14,21
"127541.1",21,23,16,19,14,19,21,28,23,21,26,21,21,20,27,20
"137561.1",538,361,473,403,359,218,290,321,506,266,362,472,373,343,480,537
"280646.1",560,347,475,481,429,225,255,303,517,280,330,420,358,360,486,568
"752593.1",591,540,397,401,592,451,318,511,439,399,288,303,307,482,425,511
"632713.1",1040,552,778,760,798,276,160,446,793,420,470,505,499,432,780,825
"G792064.1",1072,575,785,807,853,271,214,483,840,474,582,522,474,501,837,759
"439722.1",1077,556,834,791,892,261,160,477,848,481,541,539,441,492,874,791
"281605.1",712,476,382,488,611,327,105,429,401,316,208,249,334,353,478,540
"C832502.1",1056,613,832,776,890,258,196,479,875,451,553,544,456,501,842,760
"C832501.1",1051,585,824,783,874,260,203,467,856,472,545,539,462,487,840,745
"C851866.1",471,280,419,476,297,256,269,418,440,282,354,458,439,422,491,650
"C840043.1",421,404,261,353,601,710,186,686,257,296,192,208,161,773,314,453
"C478389.1",1084,611,842,740,905,271,185,482,841,478,553,547,447,483,839,771
"874139.1",1083,575,776,816,778,236,163,502,818,421,458,517,570,448,817,781
"006806.1",736,432,578,559,617,421,173,442,533,370,373,346,420,430,498,533
"006805.1",753,420,594,552,615,437,162,443,530,381,397,354,422,419,509,555
"A701742.1",953,681,845,657,871,339,405,438,842,519,487,528,470,515,638,610
"A701741.1",953,700,816,631,840,380,416,473,823,552,487,522,484,478,664,578
"A701740.1",951,697,819,630,840,375,416,475,825,555,490,523,481,480,667,573
"A701739.1",949,691,842,641,861,364,404,452,840,536,495,505,473,491,634,619
"A701738.1",920,681,858,648,880,338,395,457,845,531,498,525,461,521,648,591
"A701737.1",974,669,832,661,855,342,394,453,823,523,505,523,484,511,642,606
"A701736.1",961,670,849,641,865,345,397,457,837,542,474,525,458,508,657,611
"A701735.1",1033,672,770,715,866,350,370,440,790,511,492,493,501,494,653,647
"A701734.1",1028,670,773,715,863,350,372,441,792,512,487,495,503,495,653,648
"A701733.1",918,686,860,640,882,341,397,459,846,535,498,524,457,518,648,588
"A701732.1",961,684,851,637,878,351,400,458,837,539,469,520,457,514,644,597
"A701731.1",965,675,850,640,864,353,401,457,835,541,471,518,466,507,642,612
"A701730.1",932,683,849,636,872,345,399,449,851,522,494,542,445,516,666,596
"A701729.1",944,705,848,621,883,350,408,466,853,525,481,527,438,528,648,572
"A701728.1",964,675,850,640,864,354,402,457,835,542,471,517,466,507,641,612
"A701727.1",918,676,856,640,874,335,407,454,850,536,497,534,448,524,656,592
"A701726.1",1051,675,803,688,877,319,364,439,788,502,473,509,501,504,631,673
"A701725.1",948,689,831,634,841,371,403,482,827,552,483,520,486,486,664,580
"A701724.1",1012,665,811,692,836,354,352,451,822,497,491,499,510,478,654,673
"A701723.1",1024,655,810,694,835,341,355,445,823,494,491,505,501,487,656,681
